Num,Year,Month,Day,HourStart,MinStart,SegStart,HourEnd,MinEnd,SegEnd,StartPoint,EndPoint,Duration,Type,Station
368,2019,1,29,7,32,22,7,32,57,1357100,1358850,35,OTRO,BREF
369,2019,1,29,7,46,29,7,46,57,1399450,1400850,28,VT,BREF
370,2019,1,29,9,10,17,9,10,52,1650850,1652600,35,LP,BREF
371,2019,1,29,9,45,32,9,46,2,1756600,1758100,30,OTRO,BREF
372,2019,1,29,11,47,27,11,47,57,2122350,2123850,30,LP,BREF
373,2019,1,29,12,41,47,12,42,27,2285350,2287350,40,LP,BREF
374,2019,1,29,15,33,22,15,33,47,2800100,2801350,25,LP,BREF
375,2019,1,29,16,34,2,16,34,37,2982100,2983850,35,LP,BREF
376,2019,1,29,16,45,52,16,46,27,3017600,3019350,35,LP,BREF
377,2019,1,29,17,1,37,17,2,2,3064850,3066100,25,LP,BREF
378,2019,1,29,17,7,37,17,8,7,3082850,3084350,30,LP,BREF
379,2019,1,29,19,37,7,19,37,57,3531350,3533850,50,LP,BREF
380,2019,1,29,20,48,57,20,49,37,3746850,3748850,40,VT,BREF
381,2019,1,29,21,34,57,21,35,27,3884850,3886350,30,LP,BREF
382,2019,1,29,21,46,22,21,46,47,3919100,3920350,25,LP,BREF
383,2019,1,30,0,51,2,0,51,37,153100,154850,35,LP,BREF
384,2019,1,30,1,54,47,1,55,12,344350,345600,25,LP,BREF
385,2019,1,30,2,23,12,2,23,37,429600,430850,25,LP,BREF
386,2019,1,30,3,9,42,3,10,17,569100,570850,35,LP,BREF
387,2019,1,30,4,20,7,4,20,42,780350,782100,35,LP,BREF
388,2019,1,30,4,55,57,4,56,22,887850,889100,25,LP,BREF
389,2019,1,30,5,47,47,5,48,22,1043350,1045100,35,LP,BREF
390,2019,1,30,6,47,12,6,47,32,1221600,1222600,20,VT,BREF
391,2019,1,31,1,30,14,1,30,49,270700,272450,35,LP,BREF
392,2019,1,31,2,3,24,2,3,49,370200,371450,25,LP,BREF
393,2019,1,31,2,20,34,2,21,29,421700,424450,55,LP,BREF
394,2019,1,31,2,38,9,2,38,44,474450,476200,35,OTRO,BREF
395,2019,1,31,4,4,54,4,5,29,734700,736450,35,LP,BREF
396,2019,1,31,4,14,24,4,14,44,763200,764200,20,LP,BREF
397,2019,1,31,4,21,24,4,21,54,784200,785700,30,LP,BREF
398,2019,1,31,5,23,49,5,24,9,971450,972450,20,LP,BREF
399,2019,1,31,6,28,44,6,29,29,1166200,1168450,45,LP,BREF
400,2019,1,31,6,32,29,6,33,4,1177450,1179200,35,LP,BREF
401,2019,1,31,8,24,14,8,24,39,1512700,1513950,25,OTRO,BREF
402,2019,1,31,8,31,34,8,32,4,1534700,1536200,30,LP,BREF
403,2019,1,31,10,3,59,10,4,29,1811950,1813450,30,LP,BREF
404,2019,1,31,10,6,14,10,6,39,1818700,1819950,25,LP,BREF
405,2019,1,31,10,39,24,10,40,4,1918200,1920200,40,LP,BREF
406,2019,1,31,11,46,17,11,47,25,2118850,2122250,68,LP,BREF
407,2019,1,31,12,28,26,12,29,1,2245300,2247050,35,VT,BREF
408,2019,1,31,12,30,3,12,30,57,2250150,2252850,54,LP,BREF
409,2019,1,31,12,48,22,12,49,17,2305100,2307850,55,LP,BREF
410,2019,1,31,12,55,43,12,56,17,2327150,2328850,34,LP,BREF
411,2019,1,31,21,43,10,21,43,37,3909500,3910850,27,LP,BREF
412,2019,1,31,22,42,6,22,42,36,4086300,4087800,30,HB,BREF
413,2019,1,31,22,58,32,22,59,41,4135600,4139050,69,LP,BREF
414,2019,1,31,23,2,46,23,4,3,4148300,4152150,77,LP,BREF
415,2019,2,1,0,19,46,0,20,24,59300,61200,38,VT,BREF
416,2019,2,1,0,30,2,0,30,42,90100,92100,40,VT,BREF
417,2019,2,1,4,5,36,4,6,9,736800,738450,33,LP,BREF
418,2019,2,1,4,12,52,4,13,36,758600,760800,44,VT,BREF
419,2019,2,1,4,15,22,4,15,42,766100,767100,20,ICEQUAKE,BREF
420,2019,2,1,4,24,41,4,25,10,794050,795500,29,VT,BREF
421,2019,2,1,4,36,48,4,37,39,830400,832950,51,ICEQUAKE,BREF
422,2019,2,1,6,52,47,6,53,6,1238350,1239300,19,LP,BREF
423,2019,2,1,7,56,37,7,57,29,1429850,1432450,52,LP,BREF
424,2019,2,1,7,57,51,7,58,17,1433550,1434850,26,LP,BREF
425,2019,2,1,12,14,3,12,14,35,2202150,2203750,32,LP,BREF
426,2019,2,1,13,30,6,13,30,34,2430300,2431700,28,VT,BREF
427,2019,2,1,14,2,3,14,2,27,2526150,2527350,24,VT,BREF
428,2019,2,1,15,10,45,15,11,11,2732250,2733550,26,HB,BREF
429,2019,2,1,8,10,16,8,12,7,1470800,1476350,111,REGIONAL,BREF
430,2019,2,2,0,27,25,0,28,10,82250,84500,45,VT,BREF
431,2019,2,2,2,25,31,2,26,3,436550,438150,32,VT,BREF
432,2019,2,2,2,51,38,2,54,5,514900,522250,147,REGIONAL,BREF
433,2019,2,2,3,5,4,3,5,58,555200,557900,54,ICEQUAKE,BREF
434,2019,2,2,3,26,36,3,27,14,619800,621700,38,VT,BREF
435,2019,2,2,3,31,45,3,32,14,635250,636700,29,HB,BREF
436,2019,2,2,3,49,54,3,50,25,689700,691250,31,LP,BREF
437,2019,2,2,5,6,50,5,7,28,920500,922400,38,LP,BREF
438,2019,2,2,7,8,17,7,8,48,1284850,1286400,31,VT,BREF
439,2019,2,2,8,26,51,8,27,24,1520550,1522200,33,ICEQUAKE,BREF
440,2019,2,2,8,53,4,8,53,43,1599200,1601150,39,LP,BREF
441,2019,2,2,9,34,14,9,34,36,1722700,1723800,22,LP,BREF
442,2019,2,2,9,35,6,9,35,33,1725300,1726650,27,OTRO,BREF
443,2019,2,2,10,52,34,10,53,26,1957700,1960300,52,LP,BREF
444,2019,2,2,11,15,38,11,16,21,2026900,2029050,43,LP,BREF
445,2019,2,2,12,29,37,12,30,13,2248850,2250650,36,LP,BREF
446,2019,2,2,13,18,55,13,19,33,2396750,2398650,38,HB,BREF
447,2019,2,2,18,57,17,18,57,54,3411850,3413700,37,LP,BREF
448,2019,2,2,20,37,20,20,37,55,3712000,3713750,35,ICEQUAKE,BREF
449,2019,2,3,0,7,25,0,8,5,22250,24250,40,HB,BREF
450,2019,2,3,0,58,53,0,59,28,176650,178400,35,LP,BREF
451,2019,2,3,2,41,5,2,41,21,483250,484050,16,OTRO,BREF
452,2019,2,3,4,34,21,4,34,40,823050,824000,19,OTRO,BREF
453,2019,2,3,6,25,59,6,26,29,1157950,1159450,30,LP,BREF
454,2019,2,3,6,35,0,6,36,7,1185000,1188350,67,VT,BREF
455,2019,2,3,7,43,31,7,43,53,1390550,1391650,22,VT,BREF
456,2019,2,3,8,22,30,8,22,47,1507500,1508350,17,VT,BREF
457,2019,2,3,8,22,51,8,23,15,1508550,1509750,24,LP,BREF
458,2019,2,3,8,38,35,8,38,53,1555750,1556650,18,LP,BREF
459,2019,2,3,10,16,40,10,16,57,1850000,1850850,17,LP,BREF
460,2019,2,3,10,17,58,10,18,27,1853900,1855350,29,OTRO,BREF
461,2019,2,3,10,33,32,10,34,1,1900600,1902050,29,VT,BREF
462,2019,2,3,11,25,28,11,26,2,2056400,2058100,34,LP,BREF
463,2019,2,3,11,29,33,11,30,2,2068650,2070100,29,LP,BREF
464,2019,2,3,22,1,17,22,2,9,3963850,3966450,52,HB,BREF
465,2019,2,3,23,57,17,23,57,59,4311850,4313950,42,OTRO,BREF
466,2019,2,4,0,31,24,0,31,47,94200,95350,23,LP,BREF
467,2019,2,4,0,32,46,0,33,15,98300,99750,29,LP,BREF
468,2019,2,4,1,51,36,1,52,3,334800,336150,27,OTRO,BREF
469,2019,2,4,1,56,13,1,56,35,348650,349750,22,LP,BREF
470,2019,2,4,7,44,18,7,44,43,1392900,1394150,25,LP,BREF
471,2019,2,5,0,41,29,0,42,13,124450,126650,44,LP,BREF
472,2019,2,5,0,42,46,0,43,31,128300,130550,45,LP,BREF
473,2019,2,5,0,56,44,0,57,9,170200,171450,25,OTRO,BREF
474,2019,2,5,1,30,29,1,30,52,271450,272600,23,LP,BREF
475,2019,2,5,6,43,36,6,44,11,1210800,1212550,35,LP,BREF
476,2019,2,6,21,19,6,21,19,36,3837300,3838800,30,LP,BREF
477,2019,2,6,22,26,57,22,27,47,4040850,4043350,50,LP,BREF
478,2019,2,6,22,41,25,22,42,21,4084250,4087050,56,VT,BREF
479,2019,2,6,22,55,7,22,55,36,4125350,4126800,29,LP,BREF
480,2019,2,8,5,36,29,5,36,59,1009450,1010950,30,LP,BREF
481,2019,2,8,6,34,11,6,34,36,1182550,1183800,25,LP,BREF
482,2019,2,8,7,17,13,7,17,57,1311650,1313850,44,LP,BREF
483,2019,2,8,7,31,20,7,32,17,1354000,1356850,57,LP,BREF
484,2019,2,8,9,32,2,9,33,14,1716100,1719700,72,LP,BREF
485,2019,2,8,10,42,35,10,43,0,1927750,1929000,25,ICEQUAKE,BREF
486,2019,2,8,12,24,37,12,25,25,2233850,2236250,48,OTRO,BREF
487,2019,2,8,12,38,34,12,39,14,2275700,2277700,40,LP,BREF
488,2019,2,9,0,17,38,0,18,19,52900,54950,41,OTRO,BREF
489,2019,2,9,1,40,27,1,41,0,301350,303000,33,LP,BREF
490,2019,2,9,1,55,39,1,56,25,346950,349250,46,LP,BREF
491,2019,2,9,2,29,43,2,30,10,449150,450500,27,LP,BREF
492,2019,2,9,2,43,49,2,44,23,491450,493150,34,LP,BREF
493,2019,2,9,4,0,54,4,1,23,722700,724150,29,LP,BREF
494,2019,2,9,4,32,17,4,33,11,816850,819550,54,VT,BREF
495,2019,2,9,12,37,59,12,38,32,2273950,2275600,33,LP,BREF
496,2019,2,9,14,28,57,14,29,59,2606850,2609950,62,REGIONAL,BREF
497,2019,2,9,15,35,46,15,36,28,2807300,2809400,42,LP,BREF
498,2019,2,9,16,2,44,16,3,18,2888200,2889900,34,LP,BREF
499,2019,2,9,17,27,15,17,28,0,3141750,3144000,45,OTRO,BREF
500,2019,2,9,21,50,38,21,51,34,3931900,3934700,56,LP,BREF
501,2019,2,9,22,2,21,22,3,3,3967050,3969150,42,LP,BREF
502,2019,2,9,23,2,53,23,3,29,4148650,4150450,36,LP,BREF
503,2019,2,10,11,18,36,11,19,35,2035800,2038750,59,REGIONAL,BREF
504,2019,2,10,3,26,13,3,26,45,618650,620250,32,LP,BREF
505,2019,2,10,0,0,18,0,0,55,900,2750,37,LP,BREF
506,2019,2,10,0,13,9,0,13,47,39450,41350,38,OTRO,BREF
507,2019,2,10,5,31,22,5,31,54,994100,995700,32,OTRO,BREF
508,2019,2,10,9,22,28,9,23,10,1687400,1689500,42,LP,BREF
509,2019,2,10,14,7,55,14,10,27,2543750,2551350,152,REGIONAL,BREF
510,2019,2,11,0,16,54,0,17,24,50700,52200,30,OTRO,BREF
511,2019,2,11,2,6,3,2,6,32,378150,379600,29,VT,BREF
512,2019,2,11,3,42,18,3,43,0,666900,669000,42,LP,BREF
513,2019,2,11,3,53,35,3,54,22,700750,703100,47,OTRO,BREF
514,2019,2,11,7,32,22,7,34,50,1357100,1364500,148,REGIONAL,BREF
515,2019,2,11,9,3,29,9,4,17,1630450,1632850,48,LP,BREF
516,2019,2,11,10,51,57,10,52,43,1955850,1958150,46,OTRO,BREF
517,2019,2,11,13,25,39,13,26,5,2416950,2418250,26,LP,BREF
518,2019,2,11,13,47,13,13,47,46,2481650,2483300,33,LP,BREF
519,2019,2,11,14,23,1,14,23,37,2589050,2590850,36,VT,BREF
520,2019,2,11,19,1,44,19,2,22,3425200,3427100,38,LP,BREF
521,2019,2,11,19,2,57,19,3,49,3428850,3431450,52,LP,BREF
522,2019,2,11,19,22,46,19,23,12,3488300,3489600,26,LP,BREF
523,2019,2,12,0,1,8,0,1,51,3400,5550,43,LP,BREF
524,2019,2,12,2,41,53,2,42,27,485650,487350,34,OTRO,BREF
525,2019,2,12,8,47,55,8,48,42,1583750,1586100,47,VT,BREF
526,2019,2,12,9,25,22,9,25,52,1696100,1697600,30,LP,BREF
527,2019,2,13,0,8,58,0,9,43,26900,29150,45,LP,BREF
528,2019,2,13,0,16,12,0,16,44,48600,50200,32,OTRO,BREF
529,2019,2,13,1,32,30,1,33,23,277500,280150,53,OTRO,BREF
530,2019,2,13,2,53,58,2,54,23,521900,523150,25,LP,BREF
531,2019,2,13,7,58,27,7,59,4,1435350,1437200,37,LP,BREF
532,2019,2,13,9,8,9,9,8,50,1644450,1646500,41,VT,BREF
533,2019,2,13,9,36,58,9,37,34,1730900,1732700,36,OTRO,BREF
534,2019,2,13,13,40,1,13,40,51,2460050,2462550,50,LP,BREF
535,2019,2,13,13,44,1,13,44,30,2472050,2473500,29,LP,BREF
536,2019,2,13,21,30,58,21,31,32,3872900,3874600,34,LP,BREF
537,2019,2,13,22,13,17,22,13,49,3999850,4001450,32,VT,BREF
538,2019,2,13,23,39,55,23,40,36,4259750,4261800,41,LP,BREF
539,2019,2,14,0,4,58,0,5,22,14900,16100,24,LP,BREF
540,2019,2,14,4,44,24,4,44,48,853200,854400,24,OTRO,BREF
541,2019,2,14,4,56,39,4,57,3,889950,891150,24,LP,BREF
542,2019,2,14,6,24,40,6,28,43,1154000,1166150,243,REGIONAL,BREF
543,2019,2,14,7,23,55,7,24,32,1331750,1333600,37,LP,BREF
544,2019,2,14,7,46,35,7,46,57,1399750,1400850,22,LP,BREF
545,2019,2,14,8,41,47,8,42,33,1565350,1567650,46,OTRO,BREF
546,2019,2,14,8,59,20,8,59,55,1618000,1619750,35,LP,BREF
547,2019,2,14,12,23,2,12,23,21,2229100,2230050,19,LP,BREF
548,2019,2,14,12,38,31,12,39,11,2275550,2277550,40,LP,BREF
549,2019,2,14,15,18,36,15,19,3,2755800,2757150,27,LP,BREF
550,2019,2,14,16,33,49,16,34,29,2981450,2983450,40,LP,BREF
551,2019,2,14,16,56,45,16,57,42,3050250,3053100,57,LP,BREF
552,2019,2,14,21,8,3,21,8,36,3804150,3805800,33,LP,BREF
553,2019,2,14,21,44,32,21,45,6,3913600,3915300,34,VT,BREF
554,2019,2,14,22,34,10,22,34,44,4062500,4064200,34,LP,BREF
555,2019,2,14,23,13,15,23,14,9,4179750,4182450,54,LP,BREF
556,2019,2,16,0,20,51,0,21,12,62550,63600,21,HB,BREF
557,2019,2,16,0,42,56,0,43,35,128800,130750,39,VT,BREF
558,2019,2,16,0,51,8,0,51,35,153400,154750,27,VT,BREF
559,2019,2,16,1,34,54,1,35,36,284700,286800,42,LP,BREF
560,2019,2,16,1,47,50,1,48,25,323500,325250,35,LP,BREF
561,2019,2,16,3,9,18,3,9,45,567900,569250,27,OTRO,BREF
562,2019,2,16,3,43,22,3,43,51,670100,671550,29,LP,BREF
563,2019,2,16,3,46,36,3,47,8,679800,681400,32,LP,BREF
564,2019,2,16,4,8,47,4,9,32,746350,748600,45,VT,BREF
565,2019,2,16,5,44,56,5,45,43,1034800,1037150,47,LP,BREF
566,2019,2,16,6,32,22,6,33,16,1177100,1179800,54,LP,BREF
567,2019,2,16,7,13,33,7,14,12,1300650,1302600,39,LP,BREF
568,2019,2,16,7,25,26,7,26,2,1336300,1338100,36,LP,BREF
569,2019,2,16,7,44,13,7,44,37,1392650,1393850,24,OTRO,BREF
570,2019,2,16,8,46,19,8,46,57,1578950,1580850,38,VT,BREF
571,2019,2,16,9,15,21,9,16,6,1666050,1668300,45,LP,BREF
572,2019,2,16,9,35,17,9,36,9,1725850,1728450,52,LP,BREF
573,2019,2,16,11,2,16,11,3,3,1986800,1989150,47,LP,BREF
574,2019,2,16,11,19,0,11,19,26,2037000,2038300,26,LP,BREF
575,2019,2,16,11,20,29,11,21,14,2041450,2043700,45,LP,BREF
576,2019,2,16,13,6,2,13,6,24,2358100,2359200,22,LP,BREF
577,2019,2,16,13,17,30,13,17,59,2392500,2393950,29,LP,BREF
578,2019,2,16,13,19,32,13,19,56,2398600,2399800,24,LP,BREF
579,2019,2,16,19,1,9,19,1,34,3423450,3424700,25,LP,BREF
580,2019,2,16,21,43,44,21,44,10,3911200,3912500,26,VT,BREF
581,2019,2,16,0,20,51,0,21,10,62550,63500,19,VT,BREF
582,2019,2,16,3,46,35,3,47,26,679750,682300,51,OTRO,BREF
583,2019,2,16,7,44,13,7,44,45,1392650,1394250,32,OTRO,BREF
584,2019,2,16,9,24,45,9,25,10,1694250,1695500,25,LP,BREF
585,2019,2,17,0,21,47,0,22,36,65350,67800,49,VT,BREF
586,2019,2,17,3,48,16,3,48,47,684800,686350,31,LP,BREF
587,2019,2,17,3,58,34,3,59,3,715700,717150,29,LP,BREF
588,2019,2,17,7,14,54,7,17,19,1304700,1311950,145,REGIONAL,BREF
589,2019,2,17,7,43,6,7,43,29,1389300,1390450,23,VT,BREF
590,2019,2,17,9,24,26,9,24,55,1693300,1694750,29,VT,BREF
591,2019,2,17,9,45,27,9,46,4,1756350,1758200,37,LP,BREF
592,2019,2,17,10,24,39,10,25,16,1873950,1875800,37,LP,BREF
593,2019,2,17,10,55,50,10,56,17,1967500,1968850,27,VT,BREF
594,2019,2,17,11,4,49,11,5,29,1994450,1996450,40,HB,BREF
595,2019,2,17,18,4,18,18,4,40,3252900,3254000,22,LP,BREF
596,2019,2,17,19,24,31,19,25,0,3493550,3495000,29,LP,BREF
597,2019,2,17,20,51,56,20,52,56,3755800,3758800,60,LP,BREF
598,2019,2,17,21,27,44,21,28,12,3863200,3864600,28,LP,BREF
599,2019,2,18,0,25,5,0,25,53,75250,77650,48,LP,BREF
600,2019,2,18,0,26,7,0,26,38,78350,79900,31,LP,BREF
601,2019,2,18,4,31,4,4,32,1,813200,816050,57,LP,BREF
602,2019,2,18,4,32,8,4,32,51,816400,818550,43,OTRO,BREF
603,2019,2,18,6,30,38,6,31,13,1171900,1173650,35,HB,BREF
604,2019,2,18,9,38,21,9,38,57,1735050,1736850,36,REGIONAL,BREF
605,2019,2,18,9,57,22,9,58,0,1792100,1794000,38,HB,BREF
606,2019,2,18,11,23,13,11,23,46,2049650,2051300,33,LP,BREF
607,2019,2,18,12,6,8,12,6,38,2178400,2179900,30,HB,BREF
608,2019,2,18,12,30,4,12,30,40,2250200,2252000,36,HB,BREF
609,2019,2,18,14,11,20,14,12,10,2554000,2556500,50,LP,BREF
610,2019,2,18,15,30,36,15,31,34,2791800,2794700,58,OTRO,BREF
611,2019,2,18,22,2,31,22,3,18,3967550,3969900,47,HB,BREF
612,2019,2,18,23,19,58,23,20,29,4199900,4201450,31,LP,BREF
613,2019,2,19,0,0,47,0,1,20,2350,4000,33,VT,BREF
614,2019,2,19,0,1,40,0,2,4,5000,6200,24,LP,BREF
615,2019,2,19,0,46,50,0,47,32,140500,142600,42,LP,BREF
616,2019,2,19,2,42,24,2,43,27,487200,490350,63,LP,BREF
617,2019,2,19,4,41,49,4,42,24,845450,847200,35,OTRO,BREF
618,2019,2,19,4,47,40,4,48,35,863000,865750,55,LP,BREF
619,2019,2,19,6,3,16,6,3,47,1089800,1091350,31,LP,BREF
620,2019,2,19,6,9,7,6,9,48,1107350,1109400,41,LP,BREF
621,2019,2,19,6,35,1,6,36,18,1185050,1188900,77,LP,BREF
622,2019,2,19,7,31,11,7,31,51,1353550,1355550,40,LP,BREF
623,2019,2,19,7,42,38,7,43,21,1387900,1390050,43,LP,BREF
624,2019,2,19,8,4,52,8,5,23,1454600,1456150,31,VT,BREF
625,2019,2,19,8,16,48,8,17,15,1490400,1491750,27,LP,BREF
626,2019,2,19,9,27,29,9,28,3,1702450,1704150,34,HB,BREF
627,2019,2,19,11,40,29,11,40,53,2101450,2102650,24,LP,BREF
628,2019,2,19,11,40,50,11,41,28,2102500,2104400,38,LP,BREF
629,2019,2,19,13,13,59,13,16,15,2381950,2388750,136,REGIONAL,BREF
630,2019,2,21,1,11,5,1,11,26,213250,214300,21,LP,BREF
631,2019,2,21,1,11,37,1,12,7,214850,216350,30,LP,BREF
632,2019,2,21,1,24,29,1,25,13,253450,255650,44,LP,BREF
633,2019,2,21,1,44,47,1,45,16,314350,315800,29,LP,BREF
634,2019,2,21,4,7,54,4,8,17,743700,744850,23,LP,BREF
635,2019,2,21,5,2,32,5,4,13,907600,912650,101,LP,BREF
636,2019,2,21,6,18,38,6,19,40,1135900,1139000,62,LP,BREF
637,2019,2,21,6,52,27,6,53,5,1237350,1239250,38,LP,BREF
638,2019,2,21,6,53,32,6,54,6,1240600,1242300,34,LP,BREF
639,2019,2,21,7,25,2,7,25,39,1335100,1336950,37,LP,BREF
640,2019,2,21,7,41,6,7,41,35,1383300,1384750,29,LP,BREF
641,2019,2,21,8,37,13,8,37,59,1551650,1553950,46,LP,BREF
642,2019,2,21,8,50,28,8,51,26,1591400,1594300,58,LP,BREF
643,2019,2,21,9,34,56,9,35,29,1724800,1726450,33,VT,BREF
644,2019,2,21,10,1,0,10,1,41,1803000,1805050,41,OTRO,BREF
645,2019,2,21,11,25,38,11,25,59,2056900,2057950,21,HB,BREF
646,2019,2,21,20,14,59,20,15,42,3644950,3647100,43,LP,BREF
647,2019,2,22,10,17,51,10,23,5,1853550,1869250,314,REGIONAL,BREF
648,2019,2,22,10,41,9,10,43,47,1923450,1931350,158,REGIONAL,BREF
649,2019,2,22,1,27,8,1,27,34,261400,262700,26,HB,BREF
650,2019,2,22,4,50,17,4,51,2,870850,873100,45,HB,BREF
651,2019,2,22,22,9,31,22,9,53,3988550,3989650,22,LP,BREF
652,2019,2,23,0,33,4,0,33,41,99200,101050,37,LP,BREF
653,2019,2,23,2,31,6,2,31,36,453300,454800,30,LP,BREF
654,2019,2,23,2,34,21,2,35,57,463050,467850,96,LP,BREF
655,2019,2,23,3,22,27,3,23,42,607350,611100,75,LP,BREF
656,2019,2,23,4,27,3,4,27,41,801150,803050,38,LP,BREF
657,2019,2,23,5,18,55,5,19,48,956750,959400,53,LP,BREF
658,2019,2,23,7,37,36,7,38,19,1372800,1374950,43,VT,BREF
659,2019,2,23,8,27,11,8,27,58,1521550,1523900,47,LP,BREF
660,2019,2,23,11,26,39,11,27,3,2059950,2061150,24,VT,BREF
661,2019,2,23,11,42,31,11,43,2,2107550,2109100,31,VT,BREF
662,2019,2,23,14,54,12,14,54,34,2682600,2683700,22,VT,BREF
663,2019,2,23,14,29,12,14,29,56,2607600,2609800,44,REGIONAL,BREF
664,2019,2,23,13,19,34,13,20,7,2398700,2400350,33,REGIONAL,BREF
665,2019,2,23,22,46,11,22,46,54,4098550,4100700,43,LP,BREF
666,2019,2,24,0,15,14,0,15,56,45700,47800,42,LP,BREF
667,2019,2,24,2,38,12,2,39,2,474600,477100,50,HB,BREF
668,2019,2,24,6,7,11,6,7,47,1101550,1103350,36,LP,BREF
669,2019,2,24,6,17,42,6,18,38,1133100,1135900,56,LP,BREF
670,2019,2,24,9,20,41,9,21,13,1682050,1683650,32,LP,BREF
671,2019,2,24,9,26,56,9,28,9,1700800,1704450,73,LP,BREF
672,2019,2,24,9,29,24,9,30,5,1708200,1710250,41,LP,BREF
673,2019,2,26,2,50,58,2,51,47,512900,515350,49,LP,BREF
674,2019,2,26,3,6,52,3,7,36,560600,562800,44,LP,BREF
675,2019,2,26,3,7,56,3,8,33,563800,565650,37,LP,BREF
676,2019,2,26,8,45,3,8,45,40,1575150,1577000,37,HB,BREF
677,2019,2,26,9,0,53,9,1,17,1622650,1623850,24,VT,BREF
678,2019,2,26,12,43,25,12,44,6,2290250,2292300,41,LP,BREF
679,2019,2,26,16,2,41,16,4,6,2888050,2892300,85,LP,BREF
680,2019,2,28,0,35,53,0,37,2,107650,111100,69,LP,BREF
681,2019,2,28,2,18,25,2,19,3,415250,417150,38,VT,BREF
682,2019,2,28,3,0,35,3,1,15,541750,543750,40,HB,BREF
683,2019,2,28,3,11,7,3,11,43,573350,575150,36,OTRO,BREF
684,2019,2,28,6,11,17,6,11,53,1113850,1115650,36,LP,BREF
685,2019,2,28,8,7,23,8,8,12,1462150,1464600,49,LP,BREF
686,2019,2,28,8,11,35,8,12,8,1474750,1476400,33,OTRO,BREF
687,2019,2,28,8,15,19,8,16,19,1485950,1488950,60,LP,BREF
688,2019,2,28,11,4,14,11,4,45,1992700,1994250,31,LP,BREF
689,2019,2,28,12,7,43,12,8,19,2183150,2184950,36,LP,BREF
690,2019,2,28,16,49,5,16,49,51,3027250,3029550,46,OTRO,BREF
691,2019,2,28,17,0,5,17,0,34,3060250,3061700,29,LP,BREF
692,2019,2,28,17,22,59,17,23,41,3128950,3131050,42,OTRO,BREF
693,2019,2,28,21,55,53,21,56,30,3947650,3949500,37,LP,BREF
694,2019,3,1,2,52,46,2,53,33,518300,520650,47,OTRO,BREF
695,2019,3,1,6,11,3,6,11,30,1113150,1114500,27,LP,BREF
696,2019,3,1,7,0,39,7,1,2,1261950,1263100,23,VT,BREF
697,2019,3,1,7,41,49,7,42,4,1385450,1386200,15,LP,BREF
698,2019,3,1,8,32,37,8,33,1,1537850,1539050,24,LP,BREF
699,2019,3,1,13,1,6,13,1,45,2343300,2345250,39,LP,BREF
700,2019,3,1,14,5,13,14,5,47,2535650,2537350,34,LP,BREF
701,2019,3,1,14,9,11,14,9,54,2547550,2549700,43,VT,BREF
702,2019,3,1,19,40,10,19,41,0,3540500,3543000,50,LP,BREF
703,2019,3,1,22,12,46,22,13,36,3998300,4000800,50,LP,BREF
704,2019,3,1,22,26,38,22,27,8,4039900,4041400,30,LP,BREF
705,2019,3,1,23,51,49,23,52,14,4295450,4296700,25,LP,BREF
706,2019,3,2,1,0,8,1,0,44,180400,182200,36,VT,BREF
707,2019,3,2,1,1,42,1,2,22,185100,187100,40,OTRO,BREF
708,2019,3,2,1,14,44,1,15,6,224200,225300,22,OTRO,BREF
709,2019,3,2,1,23,50,1,24,25,251500,253250,35,HB,BREF
710,2019,3,2,1,41,59,1,42,49,305950,308450,50,OTRO,BREF
711,2019,3,2,3,44,46,3,45,25,674300,676250,39,OTRO,BREF
712,2019,3,2,8,32,57,8,33,41,1538850,1541050,44,LP,BREF
713,2019,3,2,8,53,22,8,53,59,1600100,1601950,37,LP,BREF
714,2019,3,2,12,27,49,12,28,34,2243450,2245700,45,LP,BREF
715,2019,3,2,23,1,38,23,2,5,4144900,4146250,27,LP,BREF
716,2019,3,2,23,23,44,23,24,18,4211200,4212900,34,OTRO,BREF
717,2019,3,3,0,1,25,0,2,10,4250,6500,45,LP,BREF
718,2019,3,3,1,13,37,1,15,44,220850,227200,127,LP,BREF
719,2019,3,3,1,59,31,2,0,17,358550,360850,46,LP,BREF
720,2019,3,3,3,5,45,3,6,23,557250,559150,38,LP,BREF
721,2019,3,3,5,2,6,5,2,54,906300,908700,48,VT,BREF
722,2019,3,3,8,33,16,8,33,52,1539800,1541600,36,LP,BREF
723,2019,3,3,8,47,40,8,48,37,1583000,1585850,57,LP,BREF
724,2019,3,3,9,7,9,9,7,55,1641450,1643750,46,LP,BREF
725,2019,3,3,9,45,48,9,46,32,1757400,1759600,44,LP,BREF
726,2019,3,3,14,29,15,14,30,5,2607750,2610250,50,LP,BREF
727,2019,3,3,15,55,4,15,55,39,2865200,2866950,35,LP,BREF
728,2019,3,3,16,46,16,16,47,1,3018800,3021050,45,LP,BREF
729,2019,3,3,17,0,4,17,0,38,3060200,3061900,34,HB,BREF
730,2019,3,3,18,58,43,19,0,21,3416150,3421050,98,LP,BREF
731,2019,3,3,20,46,29,20,47,38,3739450,3742900,69,LP,BREF
732,2019,3,3,20,52,15,20,52,55,3756750,3758750,40,VT,BREF
733,2019,3,3,21,24,28,21,25,1,3853400,3855050,33,LP,BREF
734,2019,3,3,22,43,11,22,44,14,4089550,4092700,63,LP,BREF
735,2019,3,3,23,53,32,23,54,18,4300600,4302900,46,LP,BREF
